datetime,solar generation [W/kW],irradiance_direct [W/m2],irradiance_diffuse [W/m2],temperature [degC]
2021-01-01 00:00:00,0.0,0.0,0.0,-0.057
2021-01-01 01:00:00,0.0,0.0,0.0,-0.342
2021-01-01 02:00:00,0.0,0.0,0.0,-0.804
2021-01-01 03:00:00,0.0,0.0,0.0,-1.085
2021-01-01 04:00:00,0.0,0.0,0.0,-1.261
2021-01-01 05:00:00,0.0,0.0,0.0,-1.429
2021-01-01 06:00:00,0.0,0.0,0.0,-1.466
2021-01-01 07:00:00,0.0,0.0,0.0,-1.261
2021-01-01 08:00:00,1.0,1.0,7.0,-0.8290000000000001
2021-01-01 09:00:00,15.0,2.0,25.0,0.122
2021-01-01 10:00:00,27.0,2.0,39.0,1.206
2021-01-01 11:00:00,28.0,2.0,41.0,2.128
2021-01-01 12:00:00,26.0,2.0,38.0,2.821
2021-01-01 13:00:00,18.0,1.0,29.0,3.295
2021-01-01 14:00:00,7.0,1.0,17.0,3.473
2021-01-01 15:00:00,0.0,0.0,3.0,3.364
2021-01-01 16:00:00,0.0,0.0,0.0,3.521
2021-01-01 17:00:00,0.0,0.0,0.0,3.625
2021-01-01 18:00:00,0.0,0.0,0.0,3.601
2021-01-01 19:00:00,0.0,0.0,0.0,3.581
2021-01-01 20:00:00,0.0,0.0,0.0,3.441
2021-01-01 21:00:00,0.0,0.0,0.0,3.162
2021-01-01 22:00:00,0.0,0.0,0.0,2.944
2021-01-01 23:00:00,0.0,0.0,0.0,2.725
2021-01-02 00:00:00,0.0,0.0,0.0,2.37
2021-01-02 01:00:00,0.0,0.0,0.0,2.026
2021-01-02 02:00:00,0.0,0.0,0.0,1.7
2021-01-02 03:00:00,0.0,0.0,0.0,1.388
2021-01-02 04:00:00,0.0,0.0,0.0,1.054
2021-01-02 05:00:00,0.0,0.0,0.0,0.805
2021-01-02 06:00:00,0.0,0.0,0.0,0.534
2021-01-02 07:00:00,0.0,0.0,0.0,0.227
2021-01-02 08:00:00,6.0,6.0,10.0,-0.146
2021-01-02 09:00:00,70.0,34.0,53.0,0.193
2021-01-02 10:00:00,189.0,117.0,92.0,0.997
2021-01-02 11:00:00,314.0,237.0,103.0,2.028
2021-01-02 12:00:00,356.0,289.0,98.0,2.837
2021-01-02 13:00:00,220.0,151.0,92.0,3.051
2021-01-02 14:00:00,87.0,48.0,57.0,2.697
2021-01-02 15:00:00,13.0,12.0,12.0,1.138
2021-01-02 16:00:00,0.0,0.0,0.0,0.198
2021-01-02 17:00:00,0.0,0.0,0.0,0.007
2021-01-02 18:00:00,0.0,0.0,0.0,-0.051000000000000004
2021-01-02 19:00:00,0.0,0.0,0.0,0.033
2021-01-02 20:00:00,0.0,0.0,0.0,0.157
2021-01-02 21:00:00,0.0,0.0,0.0,0.396
2021-01-02 22:00:00,0.0,0.0,0.0,0.6940000000000001
2021-01-02 23:00:00,0.0,0.0,0.0,0.9540000000000001
2021-01-03 00:00:00,0.0,0.0,0.0,1.151
2021-01-03 01:00:00,0.0,0.0,0.0,1.339
2021-01-03 02:00:00,0.0,0.0,0.0,1.457
2021-01-03 03:00:00,0.0,0.0,0.0,1.339
2021-01-03 04:00:00,0.0,0.0,0.0,1.13
2021-01-03 05:00:00,0.0,0.0,0.0,1.1260000000000001
2021-01-03 06:00:00,0.0,0.0,0.0,1.423
2021-01-03 07:00:00,0.0,0.0,0.0,1.776
2021-01-03 08:00:00,3.0,2.0,9.0,2.118
2021-01-03 09:00:00,31.0,7.0,39.0,3.09
2021-01-03 10:00:00,53.0,9.0,62.0,3.865
2021-01-03 11:00:00,61.0,9.0,70.0,4.431
2021-01-03 12:00:00,66.0,11.0,74.0,4.7620000000000005
2021-01-03 13:00:00,57.0,11.0,65.0,4.832
2021-01-03 14:00:00,37.0,9.0,44.0,4.465
2021-01-03 15:00:00,5.0,4.0,10.0,3.385
2021-01-03 16:00:00,0.0,0.0,0.0,2.652
2021-01-03 17:00:00,0.0,0.0,0.0,2.33
2021-01-03 18:00:00,0.0,0.0,0.0,2.11
2021-01-03 19:00:00,0.0,0.0,0.0,2.156
2021-01-03 20:00:00,0.0,0.0,0.0,2.292
2021-01-03 21:00:00,0.0,0.0,0.0,2.181
2021-01-03 22:00:00,0.0,0.0,0.0,1.925
2021-01-03 23:00:00,0.0,0.0,0.0,1.649
2021-01-04 00:00:00,0.0,0.0,0.0,1.6400000000000001
2021-01-04 01:00:00,0.0,0.0,0.0,1.747
2021-01-04 02:00:00,0.0,0.0,0.0,1.952
2021-01-04 03:00:00,0.0,0.0,0.0,2.245
2021-01-04 04:00:00,0.0,0.0,0.0,2.374
2021-01-04 05:00:00,0.0,0.0,0.0,2.629
2021-01-04 06:00:00,0.0,0.0,0.0,2.79
2021-01-04 07:00:00,0.0,0.0,0.0,2.82
2021-01-04 08:00:00,7.0,5.0,11.0,2.93
2021-01-04 09:00:00,53.0,20.0,50.0,3.364
2021-01-04 10:00:00,110.0,43.0,87.0,4.059
2021-01-04 11:00:00,152.0,66.0,108.0,4.575
2021-01-04 12:00:00,165.0,77.0,111.0,4.747
2021-01-04 13:00:00,132.0,61.0,92.0,4.552
2021-01-04 14:00:00,66.0,29.0,56.0,4.064
2021-01-04 15:00:00,10.0,8.0,13.0,3.251
2021-01-04 16:00:00,0.0,0.0,0.0,2.612
2021-01-04 17:00:00,0.0,0.0,0.0,2.261
2021-01-04 18:00:00,0.0,0.0,0.0,2.059
2021-01-04 19:00:00,0.0,0.0,0.0,1.844
2021-01-04 20:00:00,0.0,0.0,0.0,1.55
2021-01-04 21:00:00,0.0,0.0,0.0,1.303
2021-01-04 22:00:00,0.0,0.0,0.0,1.05
2021-01-04 23:00:00,0.0,0.0,0.0,0.868
2021-01-05 00:00:00,0.0,0.0,0.0,0.9500000000000001
2021-01-05 01:00:00,0.0,0.0,0.0,1.016
2021-01-05 02:00:00,0.0,0.0,0.0,0.9510000000000001
2021-01-05 03:00:00,0.0,0.0,0.0,1.02
2021-01-05 04:00:00,0.0,0.0,0.0,0.837
2021-01-05 05:00:00,0.0,0.0,0.0,0.871
2021-01-05 06:00:00,0.0,0.0,0.0,0.841
2021-01-05 07:00:00,0.0,0.0,0.0,1.09
2021-01-05 08:00:00,6.0,5.0,11.0,1.464
2021-01-05 09:00:00,47.0,16.0,48.0,2.27
2021-01-05 10:00:00,109.0,41.0,87.0,3.214
2021-01-05 11:00:00,161.0,71.0,111.0,3.974
2021-01-05 12:00:00,157.0,68.0,111.0,4.343
2021-01-05 13:00:00,110.0,42.0,88.0,4.227
2021-01-05 14:00:00,58.0,22.0,54.0,3.798
2021-01-05 15:00:00,7.0,6.0,12.0,3.139
2021-01-05 16:00:00,0.0,0.0,0.0,2.63
2021-01-05 17:00:00,0.0,0.0,0.0,2.306
2021-01-05 18:00:00,0.0,0.0,0.0,2.161
2021-01-05 19:00:00,0.0,0.0,0.0,2.187
2021-01-05 20:00:00,0.0,0.0,0.0,2.276
2021-01-05 21:00:00,0.0,0.0,0.0,2.261
2021-01-05 22:00:00,0.0,0.0,0.0,2.262
2021-01-05 23:00:00,0.0,0.0,0.0,2.24
2021-01-06 00:00:00,0.0,0.0,0.0,2.186
2021-01-06 01:00:00,0.0,0.0,0.0,2.274
2021-01-06 02:00:00,0.0,0.0,0.0,2.309
2021-01-06 03:00:00,0.0,0.0,0.0,2.286
2021-01-06 04:00:00,0.0,0.0,0.0,2.292
2021-01-06 05:00:00,0.0,0.0,0.0,2.287
2021-01-06 06:00:00,0.0,0.0,0.0,2.05
2021-01-06 07:00:00,0.0,0.0,0.0,1.534
2021-01-06 08:00:00,16.0,14.0,14.0,1.406
2021-01-06 09:00:00,116.0,74.0,62.0,2.399
2021-01-06 10:00:00,252.0,185.0,92.0,3.441
2021-01-06 11:00:00,332.0,261.0,103.0,4.333
2021-01-06 12:00:00,308.0,233.0,106.0,4.736
2021-01-06 13:00:00,189.0,118.0,95.0,4.558
2021-01-06 14:00:00,80.0,41.0,58.0,3.886
2021-01-06 15:00:00,12.0,10.0,14.0,2.367
2021-01-06 16:00:00,0.0,0.0,0.0,1.388
2021-01-06 17:00:00,0.0,0.0,0.0,1.091
2021-01-06 18:00:00,0.0,0.0,0.0,0.746
2021-01-06 19:00:00,0.0,0.0,0.0,0.5700000000000001
2021-01-06 20:00:00,0.0,0.0,0.0,0.248
2021-01-06 21:00:00,0.0,0.0,0.0,-0.065
2021-01-06 22:00:00,0.0,0.0,0.0,-0.232
2021-01-06 23:00:00,0.0,0.0,0.0,-0.423
2021-01-07 00:00:00,0.0,0.0,0.0,-0.436
2021-01-07 01:00:00,0.0,0.0,0.0,-0.508
2021-01-07 02:00:00,0.0,0.0,0.0,-0.611
2021-01-07 03:00:00,0.0,0.0,0.0,-0.68
2021-01-07 04:00:00,0.0,0.0,0.0,-0.863
2021-01-07 05:00:00,0.0,0.0,0.0,-1.05
2021-01-07 06:00:00,0.0,0.0,0.0,-1.248
2021-01-07 07:00:00,0.0,0.0,0.0,-1.441
2021-01-07 08:00:00,5.0,4.0,10.0,-1.512
2021-01-07 09:00:00,44.0,14.0,46.0,-1.278
2021-01-07 10:00:00,96.0,32.0,81.0,-0.671
2021-01-07 11:00:00,197.0,103.0,114.0,0.387
2021-01-07 12:00:00,272.0,183.0,113.0,1.096
2021-01-07 13:00:00,260.0,187.0,95.0,1.35
2021-01-07 14:00:00,147.0,100.0,65.0,0.894
2021-01-07 15:00:00,27.0,23.0,17.0,-1.131
2021-01-07 16:00:00,0.0,0.0,0.0,-2.183
2021-01-07 17:00:00,0.0,0.0,0.0,-1.912
2021-01-07 18:00:00,0.0,0.0,0.0,-1.629
2021-01-07 19:00:00,0.0,0.0,0.0,-1.512
2021-01-07 20:00:00,0.0,0.0,0.0,-1.477
2021-01-07 21:00:00,0.0,0.0,0.0,-1.401
2021-01-07 22:00:00,0.0,0.0,0.0,-1.39
2021-01-07 23:00:00,0.0,0.0,0.0,-1.465
2021-01-08 00:00:00,0.0,0.0,0.0,-1.523
2021-01-08 01:00:00,0.0,0.0,0.0,-1.635
2021-01-08 02:00:00,0.0,0.0,0.0,-1.696
2021-01-08 03:00:00,0.0,0.0,0.0,-1.709
2021-01-08 04:00:00,0.0,0.0,0.0,-1.778
2021-01-08 05:00:00,0.0,0.0,0.0,-1.8880000000000001
2021-01-08 06:00:00,0.0,0.0,0.0,-1.973
2021-01-08 07:00:00,0.0,0.0,0.0,-1.96
2021-01-08 08:00:00,15.0,13.0,15.0,-1.6260000000000001
2021-01-08 09:00:00,89.0,46.0,61.0,-0.812
2021-01-08 10:00:00,160.0,83.0,95.0,0.187
2021-01-08 11:00:00,206.0,114.0,113.0,1.034
2021-01-08 12:00:00,248.0,157.0,113.0,1.702
2021-01-08 13:00:00,234.0,160.0,97.0,1.983
