datetime,solar generation [W/kW],irradiance_direct [W/m2],irradiance_diffuse [W/m2],temperature [degC]
2000-01-01 00:00:00,0.0,0.0,0.0,6.356
2000-01-01 01:00:00,0.0,0.0,0.0,6.488
2000-01-01 02:00:00,0.0,0.0,0.0,6.403
2000-01-01 03:00:00,0.0,0.0,0.0,6.275
2000-01-01 04:00:00,0.0,0.0,0.0,5.831
2000-01-01 05:00:00,0.0,0.0,0.0,5.32
2000-01-01 06:00:00,0.0,0.0,0.0,4.918
2000-01-01 07:00:00,0.0,0.0,0.0,4.428
2000-01-01 08:00:00,9.0,12.0,6.0,4.016
2000-01-01 09:00:00,101.0,70.0,40.0,4.065
2000-01-01 10:00:00,284.0,210.0,72.0,4.716
2000-01-01 11:00:00,648.0,587.0,73.0,5.802
2000-01-01 12:00:00,660.0,606.0,71.0,6.691
2000-01-01 13:00:00,499.0,434.0,67.0,6.944
2000-01-01 14:00:00,226.0,182.0,46.0,5.628
2000-01-01 15:00:00,47.0,49.0,10.0,3.318
2000-01-01 16:00:00,0.0,0.0,0.0,2.173
2000-01-01 17:00:00,0.0,0.0,0.0,1.947
2000-01-01 18:00:00,0.0,0.0,0.0,1.951
2000-01-01 19:00:00,0.0,0.0,0.0,2.686
2000-01-01 20:00:00,0.0,0.0,0.0,4.343
2000-01-01 21:00:00,0.0,0.0,0.0,5.282
2000-01-01 22:00:00,0.0,0.0,0.0,5.831
2000-01-01 23:00:00,0.0,0.0,0.0,6.349
2000-01-02 00:00:00,0.0,0.0,0.0,6.71
2000-01-02 01:00:00,0.0,0.0,0.0,6.971
2000-01-02 02:00:00,0.0,0.0,0.0,7.075
2000-01-02 03:00:00,0.0,0.0,0.0,7.104
2000-01-02 04:00:00,0.0,0.0,0.0,6.878
2000-01-02 05:00:00,0.0,0.0,0.0,6.351
2000-01-02 06:00:00,0.0,0.0,0.0,5.519
2000-01-02 07:00:00,0.0,0.0,0.0,4.901
2000-01-02 08:00:00,2.0,3.0,5.0,4.531
2000-01-02 09:00:00,16.0,5.0,21.0,4.496
2000-01-02 10:00:00,36.0,8.0,40.0,4.761
2000-01-02 11:00:00,52.0,10.0,53.0,5.129
2000-01-02 12:00:00,51.0,10.0,53.0,5.467
2000-01-02 13:00:00,44.0,11.0,46.0,5.808
2000-01-02 14:00:00,21.0,7.0,25.0,5.899
2000-01-02 15:00:00,1.0,3.0,5.0,5.544
2000-01-02 16:00:00,0.0,0.0,0.0,5.436
2000-01-02 17:00:00,0.0,0.0,0.0,5.457
2000-01-02 18:00:00,0.0,0.0,0.0,5.761
2000-01-02 19:00:00,0.0,0.0,0.0,6.491
2000-01-02 20:00:00,0.0,0.0,0.0,7.487
2000-01-02 21:00:00,0.0,0.0,0.0,8.288
2000-01-02 22:00:00,0.0,0.0,0.0,8.837
2000-01-02 23:00:00,0.0,0.0,0.0,9.15
2000-01-03 00:00:00,0.0,0.0,0.0,9.394
2000-01-03 01:00:00,0.0,0.0,0.0,9.445
2000-01-03 02:00:00,0.0,0.0,0.0,9.431
2000-01-03 03:00:00,0.0,0.0,0.0,9.34
2000-01-03 04:00:00,0.0,0.0,0.0,9.238
2000-01-03 05:00:00,0.0,0.0,0.0,9.137
2000-01-03 06:00:00,0.0,0.0,0.0,9.057
2000-01-03 07:00:00,0.0,0.0,0.0,9.01
2000-01-03 08:00:00,0.0,0.0,2.0,9.026
2000-01-03 09:00:00,3.0,1.0,10.0,9.173
2000-01-03 10:00:00,10.0,1.0,18.0,9.39
2000-01-03 11:00:00,19.0,2.0,29.0,9.645
2000-01-03 12:00:00,20.0,2.0,30.0,9.796
2000-01-03 13:00:00,15.0,2.0,24.0,9.839
2000-01-03 14:00:00,4.0,1.0,11.0,9.604
2000-01-03 15:00:00,0.0,0.0,1.0,9.069
2000-01-03 16:00:00,0.0,0.0,0.0,8.375
2000-01-03 17:00:00,0.0,0.0,0.0,7.154
2000-01-03 18:00:00,0.0,0.0,0.0,5.773
2000-01-03 19:00:00,0.0,0.0,0.0,4.59
2000-01-03 20:00:00,0.0,0.0,0.0,3.747
2000-01-03 21:00:00,0.0,0.0,0.0,3.323
2000-01-03 22:00:00,0.0,0.0,0.0,3.017
2000-01-03 23:00:00,0.0,0.0,0.0,2.695
2000-01-04 00:00:00,0.0,0.0,0.0,2.386
2000-01-04 01:00:00,0.0,0.0,0.0,2.021
2000-01-04 02:00:00,0.0,0.0,0.0,1.499
2000-01-04 03:00:00,0.0,0.0,0.0,0.921
2000-01-04 04:00:00,0.0,0.0,0.0,0.619
2000-01-04 05:00:00,0.0,0.0,0.0,0.589
2000-01-04 06:00:00,0.0,0.0,0.0,0.5740000000000001
2000-01-04 07:00:00,0.0,0.0,0.0,0.739
2000-01-04 08:00:00,12.0,13.0,9.0,1.002
2000-01-04 09:00:00,46.0,22.0,36.0,1.887
2000-01-04 10:00:00,38.0,9.0,41.0,2.563
2000-01-04 11:00:00,45.0,8.0,49.0,3.185
2000-01-04 12:00:00,52.0,10.0,54.0,3.919
2000-01-04 13:00:00,44.0,10.0,45.0,4.624
2000-01-04 14:00:00,19.0,6.0,24.0,5.502
2000-01-04 15:00:00,1.0,3.0,5.0,6.214
2000-01-04 16:00:00,0.0,0.0,0.0,5.627
2000-01-04 17:00:00,0.0,0.0,0.0,4.076
2000-01-04 18:00:00,0.0,0.0,0.0,2.776
2000-01-04 19:00:00,0.0,0.0,0.0,2.025
2000-01-04 20:00:00,0.0,0.0,0.0,1.522
2000-01-04 21:00:00,0.0,0.0,0.0,1.291
2000-01-04 22:00:00,0.0,0.0,0.0,1.117
2000-01-04 23:00:00,0.0,0.0,0.0,1.358
2000-01-05 00:00:00,0.0,0.0,0.0,1.058
2000-01-05 01:00:00,0.0,0.0,0.0,1.034
2000-01-05 02:00:00,0.0,0.0,0.0,1.281
2000-01-05 03:00:00,0.0,0.0,0.0,1.15
2000-01-05 04:00:00,0.0,0.0,0.0,1.199
2000-01-05 05:00:00,0.0,0.0,0.0,1.692
2000-01-05 06:00:00,0.0,0.0,0.0,1.982
2000-01-05 07:00:00,0.0,0.0,0.0,2.442
2000-01-05 08:00:00,3.0,5.0,5.0,2.985
2000-01-05 09:00:00,30.0,13.0,29.0,4.195
2000-01-05 10:00:00,94.0,41.0,64.0,5.782
2000-01-05 11:00:00,190.0,103.0,93.0,7.416
2000-01-05 12:00:00,147.0,70.0,87.0,8.417
2000-01-05 13:00:00,77.0,30.0,59.0,8.593
2000-01-05 14:00:00,41.0,20.0,34.0,8.373
2000-01-05 15:00:00,17.0,19.0,10.0,7.86
2000-01-05 16:00:00,0.0,0.0,0.0,7.216
2000-01-05 17:00:00,0.0,0.0,0.0,7.129
2000-01-05 18:00:00,0.0,0.0,0.0,7.518
2000-01-05 19:00:00,0.0,0.0,0.0,7.916
2000-01-05 20:00:00,0.0,0.0,0.0,8.168
2000-01-05 21:00:00,0.0,0.0,0.0,8.383000000000001
2000-01-05 22:00:00,0.0,0.0,0.0,8.761
2000-01-05 23:00:00,0.0,0.0,0.0,9.104
2000-01-06 00:00:00,0.0,0.0,0.0,9.227
2000-01-06 01:00:00,0.0,0.0,0.0,9.237
2000-01-06 02:00:00,0.0,0.0,0.0,9.349
2000-01-06 03:00:00,0.0,0.0,0.0,9.456
2000-01-06 04:00:00,0.0,0.0,0.0,9.424
2000-01-06 05:00:00,0.0,0.0,0.0,9.291
2000-01-06 06:00:00,0.0,0.0,0.0,9.029
2000-01-06 07:00:00,0.0,0.0,0.0,8.577
2000-01-06 08:00:00,4.0,6.0,6.0,8.161
2000-01-06 09:00:00,31.0,14.0,29.0,8.084
2000-01-06 10:00:00,74.0,28.0,58.0,8.343
2000-01-06 11:00:00,104.0,40.0,75.0,8.755
2000-01-06 12:00:00,147.0,71.0,86.0,9.163
2000-01-06 13:00:00,212.0,139.0,80.0,9.377
2000-01-06 14:00:00,145.0,105.0,50.0,8.952
2000-01-06 15:00:00,28.0,29.0,11.0,7.525
2000-01-06 16:00:00,0.0,0.0,0.0,6.135
2000-01-06 17:00:00,0.0,0.0,0.0,4.918
2000-01-06 18:00:00,0.0,0.0,0.0,3.904
2000-01-06 19:00:00,0.0,0.0,0.0,2.705
2000-01-06 20:00:00,0.0,0.0,0.0,2.107
2000-01-06 21:00:00,0.0,0.0,0.0,1.487
2000-01-06 22:00:00,0.0,0.0,0.0,1.089
2000-01-06 23:00:00,0.0,0.0,0.0,1.367
2000-01-07 00:00:00,0.0,0.0,0.0,2.07
2000-01-07 01:00:00,0.0,0.0,0.0,2.616
2000-01-07 02:00:00,0.0,0.0,0.0,2.978
2000-01-07 03:00:00,0.0,0.0,0.0,3.126
2000-01-07 04:00:00,0.0,0.0,0.0,3.247
2000-01-07 05:00:00,0.0,0.0,0.0,3.262
2000-01-07 06:00:00,0.0,0.0,0.0,3.404
2000-01-07 07:00:00,0.0,0.0,0.0,3.666
2000-01-07 08:00:00,2.0,4.0,5.0,3.999
2000-01-07 09:00:00,25.0,11.0,26.0,4.959
2000-01-07 10:00:00,74.0,29.0,57.0,6.048
2000-01-07 11:00:00,170.0,89.0,88.0,7.337
2000-01-07 12:00:00,356.0,262.0,96.0,8.608
2000-01-07 13:00:00,358.0,281.0,80.0,9.24
2000-01-07 14:00:00,160.0,118.0,50.0,9.0
2000-01-07 15:00:00,29.0,31.0,11.0,8.254
2000-01-07 16:00:00,0.0,0.0,0.0,7.695
2000-01-07 17:00:00,0.0,0.0,0.0,7.482
